patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,113346373457,26/09/2003,0833483177,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Khỏe mạnh,5.9,Tùng Nguyễn,12/02/2026
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Thành Xuân Lê,647274786148,22/07/1967,0387842695,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Huyết áp cao,7.12,Chị Ngọc Mai,03/04/2026
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Chị Linh Lê,587624034400,26/05/1979,0921052393,nguyenjohn@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Tim mạch,8.94,Quý cô Hải Dương,07/05/2026
f7ff88d4-b509-408a-ac98-8bca51397c06,Quang Xuân Bùi,764258460507,12/02/1977,0854048580,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Huyết áp cao,9.25,Lâm Đặng,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,331576964848,23/02/1996,0967255639,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Huyết áp cao,4.72,Thành Hữu Trần,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,131943642217,27/11/1939,0363707264,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Huyết áp cao,6.47,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,917689655171,09/09/1967,0348460062,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Tiểu đường,11.12,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,387893354870,06/10/1947,0883135117,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Tiểu đường,5.68,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,020994882413,06/06/1967,0531467666,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Khỏe mạnh,8.69,Hồng Trần,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Bà Thành Trần,055229250016,16/03/1947,0324724787,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Huyết áp cao,6.81,Hà Hoàng,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Huy Đức Bùi,940650676717,12/06/2001,0926768097,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Huyết áp cao,7.8,Khoa Vũ,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,900927307303,11/01/1979,0560583410,jane91@example.org,"7 Nguyễn Hẻm
Huyện JaneQuận, 918430",Tim mạch,7.46,Lan Phạm,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Ông Quang Phạm,553851771755,24/08/1972,0584621775,jane86@example.net,"579 Lê Dãy
JaneQuận, 978343",Huyết áp cao,8.14,Vũ Vũ,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Chị Dương Phạm,100819190427,30/06/1963,0362301566,jane80@example.net,"2 John Khu
JaneThị xã, 494763",Tiểu đường,9.51,Bảo Đức Phạm,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Khoa Đức Nguyễn,383704664139,22/12/2004,0857014687,jane41@example.com,"5 Vũ Khu
Quận JohnThành phố, 944554",Huyết áp cao,6.59,Hải Tấn Lê,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Huy Bùi,493314766834,15/03/1988,0595551787,hoangjohn@example.com,"8 Đặng Khu
Quận JaneThành phố, 593649",Tiểu đường,4.15,Bà Nhật Mai,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Lâm Đặng,616069722180,02/10/1965,0700549519,jane55@example.com,"709 Jane Làng
Thị xã JaneThị xã, 156688",Tiểu đường,5.75,Chị Lâm Đặng,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Anh Dũng Lê,645775643251,11/05/1946,0919286424,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Tim mạch,10.09,Kim Mai Bảo Bùi,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Nam Tấn Mai,889028549106,18/04/1961,0824324992,nguyenjohn@example.org,"21 Mai Khu
Thành phố JohnHuyện, 404955",Tiểu đường,10.38,Bác Huy Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Chị Xuân Bùi,557765590426,17/12/1937,0881392298,johnle@example.org,"506 Mai Đường
Thành phố JohnThành phố, 823255",Huyết áp cao,4.7,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,561220828525,04/05/1976,0362224301,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Khỏe mạnh,7.57,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,902338922964,17/08/1963,0390495173,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Huyết áp cao,4.56,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,752150626604,03/05/1993,0336334822,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Tiểu đường,7.06,Nhật Đức Bùi,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Cô Bảo Nguyễn,937281209255,19/01/1957,0903799244,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Khỏe mạnh,10.19,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,342386964258,27/04/1948,0786618905,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Huyết áp cao,4.32,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,000752094810,03/11/1997,0883494722,choang@example.org,"17 John Số
JohnXã, 675771",Tiểu đường,11.77,Ánh Trần,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Quý cô Linh Đặng,178573412803,30/09/1942,0589255579,janedang@example.net,"5 Trần Ngõ
Thành phố JaneHuyện, 970196",Huyết áp cao,9.86,Tùng Mai,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Quý cô Bảo Bùi,392377160887,01/12/1949,0732516604,john31@example.com,"5 Jane Đường
Thị xã JanePhường, 717942",Tiểu đường,9.65,Quý cô An Mai,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Anh Nhiên Lê,652827559657,30/10/1952,0922163559,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Khỏe mạnh,6.82,Khoa Thế Mai,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Chị Mai Hoàng,050323222739,27/11/1974,0973796606,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Tim mạch,8.04,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,062577477026,06/04/1957,0891345500,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Khỏe mạnh,9.14,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,090546157438,26/07/1969,0706273613,janepham@example.net,"8 John Khu
JohnPhường, 178086",Huyết áp cao,4.7,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,013625638961,24/01/1970,0749128701,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Tim mạch,4.41,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,622586536033,01/06/1980,0800298720,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Tiểu đường,5.42,Nam Mai,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Ông Khoa Phạm,603183472953,14/12/1978,0561889742,tranjohn@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Tim mạch,9.65,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,207818776723,24/07/1970,0883246497,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Khỏe mạnh,11.99,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,803990952320,19/08/1956,0868548849,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Tiểu đường,5.15,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,028007442138,16/01/1960,0848473023,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tim mạch,4.93,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,193150733808,06/02/1956,0505967765,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Huyết áp cao,11.82,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,169523255179,03/02/1962,0935886757,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Huyết áp cao,7.91,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,300206074890,06/12/1957,0590127143,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Tiểu đường,11.06,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,806960993063,19/06/1979,0381383239,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Tiểu đường,3.75,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,862125826929,18/10/1960,0503364778,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Khỏe mạnh,5.62,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,553597085012,07/05/1955,0733827545,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Tiểu đường,4.03,Quý cô Duyên Lê,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Phúc Đặng,624247299320,28/01/1997,0911423058,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Tiểu đường,10.79,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,760251065014,29/05/2006,0508948525,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Khỏe mạnh,10.31,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,633585391394,25/05/1951,0508375528,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Tiểu đường,9.36,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,666842736469,13/03/2001,0338100700,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Tiểu đường,7.09,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,477861590878,10/05/1947,0811754368,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Huyết áp cao,11.17,Bà Mai Nguyễn,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Cô Thành Phạm,378994352556,26/05/1935,0925770852,johnvu@example.com,"93 John Ngõ
JaneHuyện, 955129",Tim mạch,8.0,Quang Hoàng,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Thảo Lê,111425358616,08/10/1990,0326440459,maijohn@example.net,"4 Dương Số
JohnHuyện, 913274",Huyết áp cao,11.07,Quý ông Nhiên Nguyễn,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Chị Vi Đặng,706044118987,28/06/1991,0303532910,john43@example.com,"827 Đặng Làng
JohnPhường, 816289",Tim mạch,5.88,Quý cô Yến Phạm,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Chị Mai Phạm,262884610441,25/10/1983,0522170560,johntran@example.org,"0 Jane Tổ
JaneXã, 388078",Huyết áp cao,4.45,Anh Minh Vũ,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Vân Bùi,420565967090,16/06/2000,0367560193,maijane@example.com,"18 Đặng Đường
Quận JaneXã, 205641",Tiểu đường,4.64,Quang Đức Lê,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Quang Xuân Dương,186936390560,21/01/1993,0530011758,janedang@example.com,"29 John Ngõ
JohnXã, 553214",Tim mạch,6.04,Lâm Trí Lê,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Anh Minh Mai,236701986893,30/04/1978,0724928139,qvu@example.net,"12 John Khu
JohnThị xã, 880762",Huyết áp cao,11.48,Anh Phú Đặng,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Nam Bảo Trần,235297379846,21/02/1983,0388717053,johnvu@example.com,"7 Jane Khu
JohnQuận, 771697",Tiểu đường,3.96,Huy Hữu Trần,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Khoa Đức Hoàng,756628147417,07/03/1989,0909566173,jane59@example.net,"JohnQuận
341 John Số, 208013",Tim mạch,9.55,Hà Dương,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Hà Vũ,606108550342,28/06/1956,0549357316,buijane@example.org,"22 John Đường
JaneThị xã, 589887",Tiểu đường,6.23,Tùng Dương,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Quý cô Hải Hoàng,972567144379,23/07/1994,0961666778,jane78@example.org,"56 Lê Khu
Thành phố JohnHuyện, 400692",Huyết áp cao,5.52,Ông Châu Dương,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Trọng Phạm,458295148490,04/05/1936,0335907718,john68@example.com,"6 Phạm Khu
Thị xã JohnXã, 901676",Khỏe mạnh,5.25,Khoa Mai,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Chị Hạnh Trần,736751438334,01/05/1997,0387813811,svu@example.net,"208 John Ngõ
JaneQuận, 849937",Khỏe mạnh,8.84,Ông Quang Trần,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Hạnh Mai Bảo Đặng,476562840292,19/06/1998,0557031013,dangjohn@example.org,"872 Jane Số
Thành phố JohnThị xã, 908688",Tiểu đường,10.64,Anh Hưng Phạm,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Quý cô Hồng Vũ,747051141807,30/04/1979,0795964831,johnmai@example.net,"4 Jane Đường
Thành phố JohnPhường, 555251",Tim mạch,5.02,Nam Xuân Vũ,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Ngọc Hoàng,066999190292,16/01/2000,0588512202,janetran@example.org,"9 Nguyễn Đường
JohnPhường, 662407",Huyết áp cao,6.57,Bảo Dương,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Bảo Hoàng Nguyễn,868897695791,09/10/1986,0730338576,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Tim mạch,6.47,Cô Phương Lê,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Bảo Văn Mai,038867103884,12/12/1986,0968539772,johnhoang@example.com,"18 Phạm Dãy
Huyện JaneThị xã, 772036",Khỏe mạnh,11.55,Tú Đức Mai,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Chị An Phạm,930916693951,05/12/1949,0953073802,gpham@example.org,"7 Nguyễn Tổ
Thành phố JohnQuận, 787603",Tim mạch,4.64,Ông Bảo Nguyễn,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Thành Thị Hoàng,470850615800,15/07/1971,0565015356,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Tim mạch,5.3,Bảo Bảo Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Phúc Mai Đặng,282054363388,02/04/1978,0399048712,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Tiểu đường,5.45,Yến Nguyễn,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,123389220068,23/07/1965,0917410975,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Khỏe mạnh,10.76,Vũ Hoàng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Nhật Đặng,603581999920,11/01/2001,0335161555,janehoang@example.org,"961 Jane Tổ
JaneThành phố, 907812",Huyết áp cao,9.69,Cô Dương Bùi,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Bà Phương Phạm,253432151496,17/03/1956,0869100359,buijane@example.net,"646 John Tổ
Thị xã JohnXã, 518582",Khỏe mạnh,5.84,Vũ Bùi,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Quý cô Phương Phạm,833062388273,03/10/2001,0954639942,mhoang@example.net,"146 Hoàng Ngõ
Thị xã JaneHuyện, 465227",Tiểu đường,11.76,Bà Linh Hoàng,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Trọng Mai Hoàng,033292574599,16/03/1955,0932365713,onguyen@example.org,"1 John Làng
Huyện JohnHuyện, 827497",Tiểu đường,3.9,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,192028279844,24/07/1970,0957181792,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Tim mạch,7.38,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,033650089767,15/12/1937,0512066324,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Huyết áp cao,4.3,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,740783811024,31/07/2003,0501802172,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Tim mạch,5.12,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,745916029928,07/10/1953,0941302554,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Tim mạch,9.51,Bác Hoàng Phạm,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Trọng Hoàng,217499347292,14/10/1966,0580789547,johnnguyen@example.com,"897 Lê Số
JaneQuận, 271742",Tim mạch,3.62,Chị Ngọc Bùi,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Chị Vi Phạm,539309299782,11/05/1944,0871228180,janehoang@example.com,"660 Đặng Số
Thành phố JaneThị xã, 967182",Khỏe mạnh,4.45,Xuân Phạm,11/04/2026
